,distance,travel_time,is_express,is_superexpress,is_bus,is_airplane,transfer_times,pass_stations
632,1003.9,317.0,False,False,True,True,4,32
633,984.5,294.0,False,True,False,False,1,10
634,967.7,256.0,False,False,True,True,4,14
635,739.2,225.0,False,False,True,True,4,11
636,731.0,177.0,False,False,True,True,3,10
637,749.6,239.0,False,False,True,True,4,17
638,763.4,269.0,False,False,True,True,4,23
639,758.6,263.0,False,False,True,True,4,58
640,839.5,347.0,True,False,True,True,5,17
642,812.1,362.0,True,False,True,True,5,13
643,746.9,203.0,False,False,True,True,3,10
644,765.5,253.0,False,False,True,True,3,10
645,758.6,240.0,False,False,True,True,3,8
646,763.4,268.0,False,False,True,True,3,9
647,792.7,278.0,True,False,True,True,4,12
648,765.6,297.0,False,False,True,True,4,27
649,790.9,290.0,True,False,True,True,5,26
650,783.1,301.0,False,False,True,True,4,16
651,887.3,198.0,False,False,True,True,3,6
652,854.8,371.0,False,True,True,False,2,18
653,982.9,298.0,True,False,True,True,4,9
654,948.8,269.0,True,False,True,True,4,6
655,840.8,328.0,True,False,True,True,4,15
656,850.7,320.0,True,False,True,True,4,16
657,935.4,247.0,True,False,True,True,5,9
658,896.5,206.0,True,False,True,True,4,2
659,804.7,293.0,False,False,True,True,3,11
661,904.1,262.0,False,False,True,True,4,40
662,861.9,222.0,False,False,True,True,4,16
663,942.6,414.0,False,False,True,True,6,89
664,903.6,326.0,False,False,True,True,4,34
665,867.9,325.0,False,False,True,True,5,50
666,922.0,365.0,False,False,True,True,5,64
667,907.7,269.0,True,False,True,True,4,18
668,1006.0,390.0,True,False,True,True,5,31
669,1014.2,395.0,True,False,True,True,5,80
670,981.4,342.0,True,False,True,True,4,24
671,882.5,303.0,False,False,True,True,4,23
672,891.8,293.0,False,False,True,True,5,51
673,1137.9,292.0,False,True,False,True,5,15
674,1068.5,240.0,False,False,False,True,3,11
675,1175.9,329.0,False,False,True,True,4,27
676,1105.2,289.0,False,False,False,True,4,21
677,1113.1,331.0,False,False,False,True,4,20
678,1099.9,305.0,False,False,False,True,4,21
679,1143.9,374.0,False,True,False,False,2,24
680,1128.3,351.0,False,False,True,True,5,27
682,1119.1,302.0,False,True,False,True,4,7
683,1132.8,332.0,False,False,True,True,5,37
684,1162.6,362.0,True,True,False,True,5,8
685,1178.8,334.0,True,True,False,True,5,9
686,1155.1,330.0,True,True,False,True,6,21
687,1095.9,292.0,False,False,False,True,5,22
688,1086.1,269.0,False,False,False,True,4,17
689,1074.4,270.0,False,False,True,True,5,17
690,1081.1,291.0,False,False,False,True,5,14
691,1094.4,292.0,False,False,False,True,4,16
692,1082.2,272.0,False,False,False,True,5,15
693,1083.3,262.0,False,False,False,True,4,13
694,1090.8,286.0,False,False,True,True,5,21
695,1151.4,349.0,False,False,True,True,4,23
696,1100.8,361.0,False,False,True,True,4,61
697,1114.0,372.0,False,False,True,True,6,51
698,1106.5,269.0,False,False,True,True,3,12
699,1124.0,332.0,True,False,False,True,5,12
700,1088.1,270.0,False,False,False,True,3,25
701,1077.5,264.0,True,False,True,True,5,19
702,1116.9,312.0,False,False,True,True,4,17
703,1116.4,319.0,False,False,False,True,4,36
704,1094.6,272.0,False,True,False,True,4,4
705,1140.8,326.0,True,False,False,True,5,13
706,1140.1,386.0,False,False,False,True,5,41
707,1146.6,317.0,True,False,False,True,4,13
708,115.1,127.0,False,False,True,False,0,5
709,1130.2,304.0,True,False,False,True,5,10
710,1157.6,359.0,True,False,True,True,5,31
711,1109.3,297.0,True,False,False,True,5,9
712,1204.7,271.0,False,False,True,True,4,6
713,1228.2,284.0,False,False,True,True,4,4
714,1230.0,389.0,False,False,True,True,5,82
715,1189.4,237.0,False,False,True,True,3,4
716,1170.5,223.0,False,False,True,True,3,20
718,1257.7,364.0,False,False,True,True,4,58
719,1256.8,393.0,False,False,True,True,4,10
720,1294.2,339.0,False,False,False,True,3,3
721,1333.4,357.0,False,False,True,True,5,19
722,1240.6,388.0,False,False,True,True,4,13
723,1197.5,311.0,False,False,True,True,4,14
724,1230.0,389.0,False,False,True,True,5,82
725,1130.5,306.0,False,False,True,True,4,30
726,1167.6,291.0,False,False,True,True,3,9
728,1143.0,347.0,True,False,False,True,5,18
729,1215.2,360.0,False,False,True,True,4,47
730,1156.6,323.0,False,False,True,True,5,30
731,1149.5,364.0,False,False,True,True,4,66
732,1132.0,313.0,False,False,True,True,4,33
733,1139.3,303.0,False,False,True,True,4,46
734,1183.7,373.0,False,False,True,True,4,38
735,1143.8,313.0,False,False,True,True,4,25
736,1143.6,314.0,False,False,True,True,3,10
737,1232.3,285.0,False,False,True,True,4,13
738,1124.4,293.0,False,False,True,True,5,16
739,1002.0,272.0,False,False,True,True,4,6
740,988.4,265.0,False,False,True,True,4,15
741,1184.8,320.0,True,True,False,True,5,10
742,1132.6,300.0,False,False,True,True,3,17
743,1067.7,371.0,False,False,True,True,4,23
744,1038.5,331.0,False,False,True,True,4,17
745,1047.3,329.0,False,False,True,True,4,18
746,1059.3,376.0,False,False,True,True,5,27
747,976.7,230.0,False,False,True,True,3,5
748,992.4,287.0,False,False,True,True,4,8
749,1015.0,322.0,True,False,True,True,6,24
750,1035.9,348.0,False,False,True,True,4,22
751,1010.8,244.0,False,False,True,True,3,2
752,961.1,249.0,False,False,True,True,3,27
753,1054.1,277.0,False,False,True,True,4,23
754,1182.4,316.0,True,False,True,True,4,8
755,1135.0,309.0,True,False,False,True,3,10
756,1090.8,303.0,False,False,True,True,3,59
757,1102.6,337.0,False,False,True,True,3,79
758,1113.1,271.0,True,False,False,True,3,8
759,1119.4,403.0,False,False,False,True,5,25
760,1074.4,294.0,True,False,True,True,4,50
761,1234.4,470.0,True,False,True,True,5,20
762,1168.5,261.0,False,False,True,True,4,10
763,1195.5,393.0,False,False,True,True,4,7
764,1238.7,341.0,False,False,True,True,3,9
765,1218.0,341.0,False,False,True,True,3,20
766,110.8,101.0,True,False,False,False,0,8
767,1222.9,335.0,False,False,True,True,3,23
768,1332.0,327.0,False,False,True,True,4,3
769,1185.0,322.0,False,False,True,True,3,81
770,1213.1,280.0,False,True,True,True,4,5
771,1192.1,367.0,False,False,True,True,4,7
772,1179.8,365.0,True,False,True,True,4,38
773,1140.1,222.0,False,False,True,True,3,11
774,1203.7,323.0,False,False,True,True,4,12
775,1209.5,382.0,False,False,True,True,4,53
776,1565.4,922.0,False,True,True,False,4,73
777,1493.8,322.0,False,False,True,True,3,63
778,1203.4,322.0,True,False,True,True,4,20
779,1179.9,282.0,False,False,True,True,3,15
780,1195.0,323.0,False,False,True,True,4,43
781,1718.1,313.0,False,False,True,True,3,7
782,1728.3,342.0,False,False,True,True,3,41
783,2207.2,338.0,False,False,True,True,3,6
784,1720.9,329.0,False,False,True,True,3,26
785,1783.1,389.0,False,False,True,True,3,21
786,1718.8,341.0,False,False,True,True,4,27
787,1736.4,329.0,False,False,True,True,3,14
788,1718.1,342.0,False,False,True,True,4,21
789,1741.2,404.0,False,False,True,True,4,71
790,2044.9,323.0,False,False,True,True,3,8
791,1728.4,382.0,False,False,True,True,4,47
