,調査年 コード,調査年,地域 コード,地域,/項目,A1101_総人口【人】,注釈,distance,travel_time,is_express,is_superexpress,is_bus,is_airplane
469,2015100000,2015年度,24216,三重県 伊賀市,,"90,581",,491.2,253.0,True,True,False,False
545,2015100000,2015年度,28215,兵庫県 三木市,,"77,178",,620.9,253.0,False,True,False,False
644,2015100000,2015年度,37202,香川県 丸亀市,,"110,010",,765.5,253.0,False,False,True,True
497,2015100000,2015年度,26214,京都府 木津川市,,"72,840",,548.5,252.0,False,True,False,False
543,2015100000,2015年度,28213,兵庫県 西脇市,,"40,866",,620.9,251.0,False,True,True,False
567,2015100000,2015年度,29208,奈良県 御所市,,"26,868",,602.0,251.0,False,True,False,False
542,2015100000,2015年度,28212,兵庫県 赤穂市,,"48,567",,679.0,250.0,False,True,True,False
599,2015100000,2015年度,33208,岡山県 総社市,,"66,855",,760.3,249.0,False,True,False,False
752,2015100000,2015年度,44214,大分県 国東市,,"28,647",,961.1,249.0,False,False,True,True
363,2015100000,2015年度,20209,長野県 伊那市,,"68,271",,229.0,247.0,False,False,True,False
572,2015100000,2015年度,30201,和歌山県 和歌山市,,"364,154",,624.4,247.0,True,True,False,False
657,2015100000,2015年度,38207,愛媛県 大洲市,,"44,086",,935.4,247.0,True,False,True,True
35,2015100000,2015年度,2201,青森県 青森市,,"287,648",,724.1,246.0,False,True,True,False
323,2015100000,2015年度,17202,石川県 七尾市,,"55,325",,516.9,246.0,True,True,False,False
319,2015100000,2015年度,16209,富山県 小矢部市,,"30,399",,484.4,245.0,False,True,True,False
590,2015100000,2015年度,32206,島根県 安来市,,"39,528",,824.0,245.0,True,False,True,True
613,2015100000,2015年度,34207,広島県 福山市,,"464,811",,795.6,245.0,False,True,True,False
561,2015100000,2015年度,29202,奈良県 大和高田市,,"64,817",,577.3,244.0,True,True,False,False
570,2015100000,2015年度,29211,奈良県 葛城市,,"36,635",,581.8,244.0,True,True,False,False
751,2015100000,2015年度,44213,大分県 由布市,,"34,262",,1010.8,244.0,False,False,True,True
32,2015100000,2015年度,1234,北海道 北広島市,,"59,064",,940.3,242.0,False,False,False,True
546,2015100000,2015年度,28216,兵庫県 高砂市,,"91,030",,633.7,241.0,False,True,False,False
315,2015100000,2015年度,16205,富山県 氷見市,,"47,992",,425.9,240.0,False,True,True,False
607,2015100000,2015年度,33216,岡山県 浅口市,,"34,235",,768.2,240.0,False,True,False,False
674,2015100000,2015年度,40130,福岡県 福岡市,,"1,538,681",,1068.5,240.0,False,False,False,True
637,2015100000,2015年度,36203,徳島県 小松島市,,"38,755",,749.6,239.0,False,False,True,True
140,2015100000,2015年度,8233,茨城県 行方市,,"34,909",,161.4,238.0,True,False,False,False
527,2015100000,2015年度,27229,大阪府 四條畷市,,"56,075",,577.9,238.0,False,True,True,False
329,2015100000,2015年度,17209,石川県 かほく市,,"34,219",,477.1,237.0,False,True,False,False
500,2015100000,2015年度,27202,大阪府 岸和田市,,"194,911",,589.3,237.0,False,True,False,False
715,2015100000,2015年度,42204,長崎県 諫早市,,"138,078",,1189.4,237.0,False,False,True,True
23,2015100000,2015年度,1224,北海道 千歳市,,"95,648",,922.3,236.0,False,False,True,True
585,2015100000,2015年度,32201,島根県 松江市,,"206,230",,821.8,236.0,False,False,True,True
79,2015100000,2015年度,5209,秋田県 鹿角市,,"32,038",,625.8,235.0,False,True,True,False
571,2015100000,2015年度,29212,奈良県 宇陀市,,"31,105",,584.5,235.0,True,True,False,False
73,2015100000,2015年度,5201,秋田県 秋田市,,"315,814",,662.9,234.0,False,True,False,False
467,2015100000,2015年度,24214,三重県 いなべ市,,"45,815",,423.6,234.0,False,True,False,False
480,2015100000,2015年度,25212,滋賀県 高島市,,"50,025",,493.0,234.0,False,True,False,False
511,2015100000,2015年度,27213,大阪府 泉佐野市,,"100,966",,595.4,234.0,True,True,False,False
486,2015100000,2015年度,26203,京都府 綾部市,,"33,821",,590.4,233.0,True,True,False,False
517,2015100000,2015年度,27219,大阪府 和泉市,,"186,109",,585.1,233.0,False,True,False,False
6,2015100000,2015年度,1207,北海道 帯広市,,"169,327",,1047.7,232.0,False,False,True,True
520,2015100000,2015年度,27222,大阪府 羽曳野市,,"112,683",,583.1,232.0,False,True,False,False
569,2015100000,2015年度,29210,奈良県 香芝市,,"77,561",,589.5,232.0,False,True,False,False
594,2015100000,2015年度,33202,岡山県 倉敷市,,"477,118",,748.8,232.0,False,True,False,False
30,2015100000,2015年度,1231,北海道 恵庭市,,"69,702",,928.7,231.0,False,False,False,True
523,2015100000,2015年度,27225,大阪府 高石市,,"56,529",,580.9,231.0,False,True,False,False
747,2015100000,2015年度,44209,大分県 豊後高田市,,"22,853",,976.7,230.0,False,False,True,True
10,2015100000,2015年度,1211,北海道 網走市,,"39,077",,1201.6,229.0,False,False,True,True
55,2015100000,2015年度,3213,岩手県 二戸市,,"27,611",,606.2,229.0,False,True,False,False
302,2015100000,2015年度,15213,新潟県 燕市,,"79,784",,310.8,229.0,False,True,True,False
549,2015100000,2015年度,28219,兵庫県 三田市,,"112,691",,602.1,229.0,True,True,True,False
333,2015100000,2015年度,18201,福井県 福井市,,"265,904",,547.7,228.0,True,True,True,False
90,2015100000,2015年度,6205,山形県 新庄市,,"36,894",,422.5,227.0,False,True,False,False
327,2015100000,2015年度,17206,石川県 加賀市,,"67,186",,494.7,227.0,True,True,False,False
393,2015100000,2015年度,21220,岐阜県 下呂市,,"33,585",,485.9,227.0,True,True,False,False
565,2015100000,2015年度,29206,奈良県 桜井市,,"57,244",,574.5,227.0,True,True,False,False
519,2015100000,2015年度,27221,大阪府 柏原市,,"71,112",,580.0,226.0,False,True,False,False
645,2015100000,2015年度,37203,香川県 坂出市,,"53,164",,757.4,226.0,False,False,True,True
295,2015100000,2015年度,15205,新潟県 柏崎市,,"86,833",,305.7,225.0,False,True,False,False
307,2015100000,2015年度,15223,新潟県 阿賀野市,,"43,415",,377.0,225.0,False,True,False,False
328,2015100000,2015年度,17207,石川県 羽咋市,,"21,729",,492.2,225.0,True,True,False,False
340,2015100000,2015年度,18209,福井県 越前市,,"81,524",,528.9,225.0,True,True,True,False
394,2015100000,2015年度,21221,岐阜県 海津市,,"35,206",,408.5,225.0,False,True,False,False
635,2015100000,2015年度,36201,徳島県 徳島市,,"258,554",,739.2,225.0,False,False,True,True
305,2015100000,2015年度,15218,新潟県 五泉市,,"51,404",,328.1,224.0,False,True,False,False
462,2015100000,2015年度,24208,三重県 名張市,,"78,795",,487.8,224.0,True,True,False,False
465,2015100000,2015年度,24211,三重県 鳥羽市,,"19,448",,486.7,224.0,True,True,False,False
525,2015100000,2015年度,27227,大阪府 東大阪市,,"502,784",,573.7,224.0,False,True,False,False
539,2015100000,2015年度,28208,兵庫県 相生市,,"30,129",,666.6,224.0,False,True,False,False
392,2015100000,2015年度,21219,岐阜県 郡上市,,"42,090",,457.3,223.0,False,True,True,False
504,2015100000,2015年度,27206,大阪府 泉大津市,,"75,897",,581.5,223.0,False,True,True,False
716,2015100000,2015年度,42205,長崎県 大村市,,"92,757",,1170.5,223.0,False,False,True,True
662,2015100000,2015年度,39201,高知県 高知市,,"337,190",,861.9,222.0,False,False,True,True
773,2015100000,2015年度,46218,鹿児島県 霧島市,,"125,857",,1140.1,222.0,False,False,True,True
477,2015100000,2015年度,25209,滋賀県 甲賀市,,"90,901",,559.3,220.0,False,True,True,False
106,2015100000,2015年度,7209,福島県 相馬市,,"38,556",,337.3,219.0,False,True,True,False
109,2015100000,2015年度,7212,福島県 南相馬市,,"57,797",,337.3,219.0,False,True,True,False
431,2015100000,2015年度,23213,愛知県 西尾市,,"167,990",,413.7,219.0,True,True,False,False
529,2015100000,2015年度,27231,大阪府 大阪狭山市,,"57,792",,581.3,219.0,False,True,False,False
593,2015100000,2015年度,33100,岡山県 岡山市,,"719,474",,734.1,219.0,False,True,False,False
82,2015100000,2015年度,5212,秋田県 大仙市,,"82,783",,612.6,218.0,False,True,False,False
83,2015100000,2015年度,5213,秋田県 北秋田市,,"33,224",,664.0,218.0,False,False,True,True
478,2015100000,2015年度,25210,滋賀県 野洲市,,"49,889",,486.6,218.0,False,True,False,False
643,2015100000,2015年度,37201,香川県 高松市,,"420,748",,749.1,218.0,False,False,True,True
68,2015100000,2015年度,4212,宮城県 登米市,,"81,959",,447.4,217.0,False,True,True,False
481,2015100000,2015年度,25213,滋賀県 東近江市,,"114,180",,484.6,217.0,False,True,False,False
518,2015100000,2015年度,27220,大阪府 箕面市,,"133,411",,566.1,216.0,False,True,True,False
524,2015100000,2015年度,27226,大阪府 藤井寺市,,"65,438",,578.0,216.0,False,True,False,False
541,2015100000,2015年度,28210,兵庫県 加古川市,,"267,435",,629.1,216.0,False,True,False,False
316,2015100000,2015年度,16206,富山県 滑川市,,"32,755",,414.3,215.0,False,True,False,False
338,2015100000,2015年度,18207,福井県 鯖江市,,"68,284",,533.1,215.0,True,True,False,False
515,2015100000,2015年度,27217,大阪府 松原市,,"120,750",,574.6,215.0,False,True,False,False
532,2015100000,2015年度,28201,兵庫県 姫路市,,"535,664",,645.9,215.0,False,True,False,False
86,2015100000,2015年度,6201,山形県 山形市,,"253,832",,364.1,213.0,False,True,True,False
111,2015100000,2015年度,7214,福島県 本宮市,,"30,924",,248.4,213.0,False,True,False,False
425,2015100000,2015年度,23207,愛知県 豊川市,,"182,436",,311.0,213.0,True,True,False,False
318,2015100000,2015年度,16208,富山県 砺波市,,"49,000",,508.5,212.0,False,True,True,False
544,2015100000,2015年度,28214,兵庫県 宝塚市,,"224,903",,545.0,211.0,False,False,False,True
95,2015100000,2015年度,6210,山形県 天童市,,"62,194",,375.7,210.0,False,True,False,False
324,2015100000,2015年度,17203,石川県 小松市,,"106,919",,478.0,210.0,False,True,False,False
562,2015100000,2015年度,29203,奈良県 大和郡山市,,"87,050",,557.0,210.0,True,True,False,False
534,2015100000,2015年度,28203,兵庫県 明石市,,"293,409",,616.8,209.0,False,True,False,False
510,2015100000,2015年度,27212,大阪府 八尾市,,"268,800",,574.8,208.0,False,True,False,False
93,2015100000,2015年度,6208,山形県 村山市,,"24,684",,387.8,207.0,False,True,False,False
1,2015100000,2015年度,1202,北海道 函館市,,"265,979",,815.9,206.0,False,False,True,True
373,2015100000,2015年度,20220,長野県 安曇野市,,"95,282",,297.2,206.0,True,True,False,False
380,2015100000,2015年度,21207,岐阜県 美濃市,,"20,760",,441.3,206.0,True,True,False,False
459,2015100000,2015年度,24204,三重県 松阪市,,"163,863",,454.3,206.0,True,True,False,False
499,2015100000,2015年度,27140,大阪府 堺市,,"839,310",,572.4,206.0,False,True,False,False
506,2015100000,2015年度,27208,大阪府 貝塚市,,"88,694",,713.1,206.0,False,False,False,True
658,2015100000,2015年度,38210,愛媛県 伊予市,,"36,827",,896.5,206.0,True,False,True,True
377,2015100000,2015年度,21204,岐阜県 多治見市,,"110,441",,407.9,205.0,True,True,False,False
628,2015100000,2015年度,35208,山口県 岩国市,,"136,757",,764.7,205.0,False,False,True,True
354,2015100000,2015年度,19214,山梨県 中央市,,"31,124",,590.9,204.0,False,True,False,False
498,2015100000,2015年度,27100,大阪府 大阪市,,"2,691,185",,564.2,204.0,False,True,False,False
85,2015100000,2015年度,5215,秋田県 仙北市,,"27,523",,596.1,203.0,False,True,True,False
138,2015100000,2015年度,8231,茨城県 桜川市,,"42,632",,87.3,203.0,False,False,True,False
482,2015100000,2015年度,25214,滋賀県 米原市,,"38,719",,460.0,203.0,False,True,False,False
560,2015100000,2015年度,29201,奈良県 奈良市,,"360,310",,553.9,203.0,True,True,False,False
94,2015100000,2015年度,6209,山形県 長井市,,"27,757",,340.9,202.0,False,True,False,False
475,2015100000,2015年度,25207,滋賀県 守山市,,"79,859",,543.4,202.0,False,True,True,False
321,2015100000,2015年度,16211,富山県 射水市,,"92,308",,415.8,201.0,False,True,True,False
458,2015100000,2015年度,24203,三重県 伊勢市,,"127,817",,472.5,201.0,True,True,False,False
479,2015100000,2015年度,25211,滋賀県 湖南市,,"54,289",,548.9,201.0,False,True,False,False
492,2015100000,2015年度,26209,京都府 長岡京市,,"80,090",,530.1,201.0,True,True,False,False
521,2015100000,2015年度,27223,大阪府 門真市,,"123,576",,567.5,201.0,False,True,False,False
528,2015100000,2015年度,27230,大阪府 交野市,,"76,435",,543.5,201.0,True,True,False,False
623,2015100000,2015年度,35202,山口県 宇部市,,"169,429",,960.4,201.0,False,False,True,True
139,2015100000,2015年度,8232,茨城県 神栖市,,"94,522",,134.8,200.0,True,False,True,False
501,2015100000,2015年度,27203,大阪府 豊中市,,"395,479",,563.0,200.0,False,True,False,False
533,2015100000,2015年度,28202,兵庫県 尼崎市,,"452,563",,568.2,200.0,False,True,False,False
472,2015100000,2015年度,25203,滋賀県 長浜市,,"118,193",,454.8,199.0,True,True,False,False
378,2015100000,2015年度,21205,岐阜県 関市,,"89,153",,436.6,198.0,True,True,False,False
427,2015100000,2015年度,23209,愛知県 碧南市,,"71,346",,403.6,198.0,False,True,False,False
531,2015100000,2015年度,28100,兵庫県 神戸市,,"1,537,272",,597.1,198.0,False,True,False,False
535,2015100000,2015年度,28204,兵庫県 西宮市,,"487,850",,572.2,198.0,True,True,False,False
568,2015100000,2015年度,29209,奈良県 生駒市,,"118,233",,555.3,198.0,True,True,False,False
651,2015100000,2015年度,38201,愛媛県 松山市,,"514,865",,887.3,198.0,False,False,True,True
387,2015100000,2015年度,21214,岐阜県 可児市,,"98,695",,408.2,197.0,False,True,False,False
391,2015100000,2015年度,21218,岐阜県 本巣市,,"33,995",,409.9,197.0,False,True,True,False
408,2015100000,2015年度,22215,静岡県 御殿場市,,"88,078",,157.7,197.0,False,True,False,False
473,2015100000,2015年度,25204,滋賀県 近江八幡市,,"81,312",,475.8,197.0,False,True,False,False
494,2015100000,2015年度,26211,京都府 京田辺市,,"70,835",,534.4,197.0,True,True,False,False
537,2015100000,2015年度,28206,兵庫県 芦屋市,,"95,350",,576.2,197.0,False,True,False,False
317,2015100000,2015年度,16207,富山県 黒部市,,"40,991",,425.5,196.0,False,True,False,False
507,2015100000,2015年度,27209,大阪府 守口市,,"143,042",,565.7,196.0,False,True,False,False
513,2015100000,2015年度,27215,大阪府 寝屋川市,,"237,518",,545.9,196.0,True,True,False,False
48,2015100000,2015年度,3205,岩手県 花巻市,,"97,702",,571.2,195.0,False,True,False,False
96,2015100000,2015年度,6211,山形県 東根市,,"47,768",,381.6,195.0,False,True,False,False
162,2015100000,2015年度,10205,群馬県 太田市,,"219,807",,111.7,195.0,True,False,False,False
490,2015100000,2015年度,26207,京都府 城陽市,,"76,869",,535.9,195.0,False,True,False,False
582,2015100000,2015年度,31202,鳥取県 米子市,,"149,313",,811.2,195.0,False,False,True,True
366,2015100000,2015年度,20212,長野県 大町市,,"28,041",,271.3,194.0,True,True,True,False
456,2015100000,2015年度,24201,三重県 津市,,"279,886",,544.9,194.0,False,True,False,False
522,2015100000,2015年度,27224,大阪府 摂津市,,"85,007",,544.9,194.0,False,True,False,False
49,2015100000,2015年度,3206,岩手県 北上市,,"93,511",,489.9,193.0,False,True,False,False
65,2015100000,2015年度,4208,宮城県 角田市,,"30,180",,390.6,193.0,False,True,False,False
516,2015100000,2015年度,27218,大阪府 大東市,,"123,217",,570.1,193.0,False,True,False,False
388,2015100000,2015年度,21215,岐阜県 山県市,,"27,114",,408.6,192.0,True,True,True,False
332,2015100000,2015年度,17212,石川県 野々市市,,"55,099",,459.3,191.0,False,True,False,False
476,2015100000,2015年度,25208,滋賀県 栗東市,,"66,749",,540.4,191.0,False,True,False,False
584,2015100000,2015年度,31204,鳥取県 境港市,,"34,174",,801.1,191.0,False,False,False,True
331,2015100000,2015年度,17211,石川県 能美市,,"48,881",,473.7,190.0,False,True,False,False
508,2015100000,2015年度,27210,大阪府 枚方市,,"404,152",,539.1,189.0,True,True,False,False
37,2015100000,2015年度,2203,青森県 八戸市,,"231,257",,637.8,188.0,False,True,False,False
72,2015100000,2015年度,4216,宮城県 富谷市,,"51,591",,371.8,188.0,False,True,True,False
502,2015100000,2015年度,27204,大阪府 池田市,,"103,069",,537.7,188.0,False,False,False,True
57,2015100000,2015年度,3215,岩手県 奥州市,,"119,422",,472.7,187.0,False,True,False,False
92,2015100000,2015年度,6207,山形県 上山市,,"31,569",,351.3,187.0,False,True,True,False
300,2015100000,2015年度,15211,新潟県 見附市,,"40,608",,290.1,187.0,False,True,True,False
303,2015100000,2015年度,15216,新潟県 糸魚川市,,"44,162",,332.0,187.0,False,True,False,False
313,2015100000,2015年度,16202,富山県 高岡市,,"172,125",,412.3,187.0,False,True,False,False
453,2015100000,2015年度,23236,愛知県 みよし市,,"61,810",,389.1,187.0,False,True,True,False
581,2015100000,2015年度,31201,鳥取県 鳥取市,,"193,717",,697.5,186.0,False,False,True,True
503,2015100000,2015年度,27205,大阪府 吹田市,,"374,468",,557.5,185.0,False,True,False,False
509,2015100000,2015年度,27211,大阪府 茨木市,,"280,033",,541.0,183.0,False,True,False,False
420,2015100000,2015年度,23202,愛知県 岡崎市,,"381,051",,329.2,182.0,True,True,True,False
452,2015100000,2015年度,23235,愛知県 弥富市,,"43,269",,392.9,182.0,False,True,True,False
457,2015100000,2015年度,24202,三重県 四日市市,,"311,031",,408.4,182.0,True,True,True,False
493,2015100000,2015年度,26210,京都府 八幡市,,"72,664",,529.5,182.0,True,True,False,False
297,2015100000,2015年度,15208,新潟県 小千谷市,,"36,498",,295.1,181.0,False,True,True,False
314,2015100000,2015年度,16204,富山県 魚津市,,"42,935",,418.3,180.0,False,True,False,False
384,2015100000,2015年度,21211,岐阜県 美濃加茂市,,"55,384",,424.5,180.0,True,True,False,False
474,2015100000,2015年度,25206,滋賀県 草津市,,"137,247",,536.4,180.0,False,True,False,False
487,2015100000,2015年度,26204,京都府 宇治市,,"184,678",,531.8,179.0,False,True,True,False
31,2015100000,2015年度,1233,北海道 伊達市,,"34,995",,286.2,178.0,False,True,True,False
69,2015100000,2015年度,4213,宮城県 栗原市,,"69,906",,423.2,178.0,False,True,True,False
110,2015100000,2015年度,7213,福島県 伊達市,,"62,400",,286.2,178.0,False,True,True,False
430,2015100000,2015年度,23212,愛知県 安城市,,"184,140",,400.8,178.0,True,True,False,False
60,2015100000,2015年度,4202,宮城県 石巻市,,"147,214",,399.1,177.0,False,True,False,False
311,2015100000,2015年度,15227,新潟県 胎内市,,"30,198",,376.1,177.0,True,True,False,False
358,2015100000,2015年度,20204,長野県 岡谷市,,"50,128",,211.6,177.0,True,False,False,False
434,2015100000,2015年度,23216,愛知県 常滑市,,"56,547",,402.9,177.0,True,True,False,False
470,2015100000,2015年度,25201,滋賀県 大津市,,"340,973",,528.6,177.0,False,True,False,False
636,2015100000,2015年度,36202,徳島県 鳴門市,,"59,101",,731.0,177.0,False,False,True,True
350,2015100000,2015年度,19210,山梨県 甲斐市,,"74,386",,146.9,176.0,True,False,False,False
383,2015100000,2015年度,21210,岐阜県 恵那市,,"51,073",,435.1,176.0,True,True,False,False
438,2015100000,2015年度,23221,愛知県 新城市,,"47,133",,315.8,176.0,False,True,False,False
464,2015100000,2015年度,24210,三重県 亀山市,,"50,254",,426.3,176.0,False,True,False,False
241,2015100000,2015年度,12234,千葉県 南房総市,,"39,033",,157.1,175.0,True,False,False,False
298,2015100000,2015年度,15209,新潟県 加茂市,,"27,852",,302.8,175.0,False,True,False,False
304,2015100000,2015年度,15217,新潟県 妙高市,,"33,199",,289.0,175.0,False,True,False,False
443,2015100000,2015年度,23226,愛知県 尾張旭市,,"80,787",,387.3,175.0,False,True,False,False
489,2015100000,2015年度,26206,京都府 亀岡市,,"89,479",,532.1,175.0,False,True,False,False
538,2015100000,2015年度,28207,兵庫県 伊丹市,,"196,883",,538.6,175.0,False,False,True,True
356,2015100000,2015年度,20202,長野県 松本市,,"243,293",,288.5,174.0,True,True,True,False
461,2015100000,2015年度,24207,三重県 鈴鹿市,,"196,403",,418.4,174.0,False,True,False,False
491,2015100000,2015年度,26208,京都府 向日市,,"53,380",,521.4,173.0,False,True,False,False
449,2015100000,2015年度,23232,愛知県 愛西市,,"63,088",,381.3,172.0,False,True,False,False
505,2015100000,2015年度,27207,大阪府 高槻市,,"351,829",,535.2,172.0,False,True,False,False
322,2015100000,2015年度,17201,石川県 金沢市,,"465,699",,452.2,171.0,False,True,True,False
58,2015100000,2015年度,3216,岩手県 滝沢市,,"55,463",,542.9,170.0,False,True,True,False
70,2015100000,2015年度,4214,宮城県 東松島市,,"39,503",,390.9,170.0,False,True,False,False
141,2015100000,2015年度,8234,茨城県 鉾田市,,"48,147",,103.8,170.0,False,False,True,False
301,2015100000,2015年度,15212,新潟県 村上市,,"62,442",,394.7,170.0,True,True,False,False
330,2015100000,2015年度,17210,石川県 白山市,,"109,287",,460.1,170.0,False,True,False,False
349,2015100000,2015年度,19209,山梨県 北杜市,,"45,111",,168.3,170.0,True,False,False,False
423,2015100000,2015年度,23205,愛知県 半田市,,"116,908",,399.9,169.0,False,True,False,False
122,2015100000,2015年度,8214,茨城県 高萩市,,"29,638",,176.0,168.0,True,False,False,False
455,2015100000,2015年度,23238,愛知県 長久手市,,"57,598",,382.1,168.0,False,True,False,False
386,2015100000,2015年度,21213,岐阜県 各務原市,,"144,690",,405.2,167.0,True,True,True,False
429,2015100000,2015年度,23211,愛知県 豊田市,,"422,542",,398.9,167.0,False,True,False,False
108,2015100000,2015年度,7211,福島県 田村市,,"38,503",,255.8,166.0,False,True,False,False
368,2015100000,2015年度,20214,長野県 茅野市,,"55,912",,196.6,166.0,True,False,False,False
369,2015100000,2015年度,20215,長野県 塩尻市,,"67,135",,298.9,166.0,True,True,False,False
442,2015100000,2015年度,23225,愛知県 知立市,,"70,501",,392.5,166.0,True,True,False,False
444,2015100000,2015年度,23227,愛知県 高浜市,,"46,236",,398.9,166.0,False,True,False,False
89,2015100000,2015年度,6204,山形県 酒田市,,"106,244",,521.7,165.0,False,False,True,True
375,2015100000,2015年度,21202,岐阜県 大垣市,,"159,879",,411.7,165.0,True,True,False,False
360,2015100000,2015年度,20206,長野県 諏訪市,,"50,140",,202.6,164.0,True,False,False,False
446,2015100000,2015年度,23229,愛知県 豊明市,,"69,127",,386.3,164.0,False,True,False,False
52,2015100000,2015年度,3209,岩手県 一関市,,"121,583",,446.6,163.0,False,True,False,False
436,2015100000,2015年度,23219,愛知県 小牧市,,"149,462",,385.2,163.0,False,True,True,False
483,2015100000,2015年度,26100,京都府 京都市,,"1,475,183",,517.2,163.0,False,True,False,False
365,2015100000,2015年度,20211,長野県 中野市,,"43,909",,248.6,162.0,False,True,False,False
471,2015100000,2015年度,25202,滋賀県 彦根市,,"113,679",,452.3,162.0,False,True,False,False
306,2015100000,2015年度,15222,新潟県 上越市,,"196,987",,293.4,161.0,False,True,False,False
67,2015100000,2015年度,4211,宮城県 岩沼市,,"44,678",,371.0,160.0,False,True,False,False
367,2015100000,2015年度,20213,長野県 飯山市,,"21,438",,256.5,160.0,False,True,False,False
379,2015100000,2015年度,21206,岐阜県 中津川市,,"78,883",,446.0,160.0,True,True,False,False
381,2015100000,2015年度,21208,岐阜県 瑞浪市,,"38,730",,417.0,160.0,True,True,False,False
426,2015100000,2015年度,23208,愛知県 津島市,,"63,431",,384.2,160.0,False,True,False,False
447,2015100000,2015年度,23230,愛知県 日進市,,"87,977",,382.8,160.0,False,True,False,False
143,2015100000,2015年度,8236,茨城県 小美玉市,,"50,911",,98.9,158.0,True,False,False,False
296,2015100000,2015年度,15206,新潟県 新発田市,,"98,611",,362.3,158.0,True,True,False,False
422,2015100000,2015年度,23204,愛知県 瀬戸市,,"129,046",,396.2,158.0,False,True,False,False
433,2015100000,2015年度,23215,愛知県 犬山市,,"74,308",,394.5,157.0,False,True,False,False
414,2015100000,2015年度,22223,静岡県 御前崎市,,"32,578",,253.8,155.0,False,True,True,False
123,2015100000,2015年度,8215,茨城県 北茨城市,,"44,412",,185.9,154.0,True,False,False,False
293,2015100000,2015年度,15202,新潟県 長岡市,,"275,133",,286.9,154.0,False,True,True,False
424,2015100000,2015年度,23206,愛知県 春日井市,,"306,508",,388.4,154.0,False,True,True,False
160,2015100000,2015年度,10203,群馬県 桐生市,,"114,714",,114.8,153.0,True,False,False,False
445,2015100000,2015年度,23228,愛知県 岩倉市,,"47,562",,380.4,153.0,False,True,False,False
460,2015100000,2015年度,24205,三重県 桑名市,,"140,303",,390.4,153.0,False,True,False,False
240,2015100000,2015年度,12233,千葉県 富里市,,"49,636",,96.6,151.0,True,False,True,False
371,2015100000,2015年度,20218,長野県 千曲市,,"60,298",,236.5,150.0,False,True,False,False
374,2015100000,2015年度,21201,岐阜県 岐阜市,,"406,735",,398.3,150.0,True,True,True,False
87,2015100000,2015年度,6202,山形県 米沢市,,"85,953",,316.6,149.0,False,True,True,False
183,2015100000,2015年度,11216,埼玉県 羽生市,,"54,874",,65.8,149.0,False,False,False,False
428,2015100000,2015年度,23210,愛知県 刈谷市,,"149,765",,392.0,149.0,False,True,False,False
435,2015100000,2015年度,23217,愛知県 江南市,,"98,359",,386.1,149.0,False,True,False,False
63,2015100000,2015年度,4206,宮城県 白石市,,"35,272",,308.5,148.0,False,True,False,False
370,2015100000,2015年度,20217,長野県 佐久市,,"99,368",,176.4,148.0,False,True,False,False
372,2015100000,2015年度,20219,長野県 東御市,,"30,107",,199.2,148.0,False,True,False,False
407,2015100000,2015年度,22214,静岡県 藤枝市,,"143,605",,205.9,148.0,False,True,True,False
437,2015100000,2015年度,23220,愛知県 稲沢市,,"136,867",,379.1,148.0,False,True,False,False
439,2015100000,2015年度,23222,愛知県 東海市,,"111,944",,386.1,148.0,True,True,False,False
441,2015100000,2015年度,23224,愛知県 知多市,,"84,617",,388.7,148.0,True,True,False,False
450,2015100000,2015年度,23233,愛知県 清須市,,"67,327",,375.9,148.0,False,True,False,False
98,2015100000,2015年度,6213,山形県 南陽市,,"32,285",,329.8,147.0,False,True,False,False
104,2015100000,2015年度,7207,福島県 須賀川市,,"77,441",,240.2,147.0,False,True,False,False
169,2015100000,2015年度,10212,群馬県 みどり市,,"50,906",,142.0,147.0,False,True,True,False
448,2015100000,2015年度,23231,愛知県 田原市,,"62,364",,312.3,147.0,False,True,False,False
164,2015100000,2015年度,10207,群馬県 館林市,,"76,667",,79.4,146.0,False,True,True,False
418,2015100000,2015年度,23100,愛知県 名古屋市,,"2,295,638",,377.0,146.0,False,True,True,False
151,2015100000,2015年度,9209,栃木県 真岡市,,"79,539",,134.7,145.0,False,True,True,False
294,2015100000,2015年度,15204,新潟県 三条市,,"99,192",,297.7,145.0,False,True,False,False
343,2015100000,2015年度,19202,山梨県 富士吉田市,,"49,003",,116.4,145.0,False,False,True,False
412,2015100000,2015年度,22221,静岡県 湖西市,,"59,789",,278.2,145.0,False,True,False,False
214,2015100000,2015年度,12205,千葉県 館山市,,"47,464",,121.4,144.0,False,False,True,False
421,2015100000,2015年度,23203,愛知県 一宮市,,"380,868",,385.5,144.0,False,True,True,False
454,2015100000,2015年度,23237,愛知県 あま市,,"86,898",,374.2,144.0,False,True,False,False
61,2015100000,2015年度,4203,宮城県 塩竈市,,"54,187",,367.0,143.0,False,True,False,False
71,2015100000,2015年度,4215,宮城県 大崎市,,"133,391",,399.8,143.0,False,True,True,False
342,2015100000,2015年度,19201,山梨県 甲府市,,"193,125",,136.6,143.0,True,False,True,False
389,2015100000,2015年度,21216,岐阜県 瑞穂市,,"54,354",,402.9,143.0,False,True,False,False
137,2015100000,2015年度,8230,茨城県 かすみがうら市,,"42,147",,96.2,142.0,True,False,True,False
385,2015100000,2015年度,21212,岐阜県 土岐市,,"57,827",,409.2,142.0,True,True,False,False
130,2015100000,2015年度,8223,茨城県 潮来市,,"29,111",,100.5,141.0,False,False,True,False
