,distance,travel_time,is_express,is_superexpress,is_bus,is_airplane
distance,1.0,0.8708746870194243,-0.11774001426206956,-0.16616604780728428,0.33550100891436685,0.7892515778753337
travel_time,0.8708746870194243,1.0,-0.018127643058856908,-0.022789891907121038,0.3335169574363067,0.6189648632257008
is_express,-0.11774001426206956,-0.018127643058856908,1.0,-0.12145183334136109,-0.17045533608384333,-0.06996459363041517
is_superexpress,-0.16616604780728428,-0.022789891907121038,-0.12145183334136109,1.0,-0.25059269579093457,-0.5896877370105282
is_bus,0.33550100891436685,0.3335169574363067,-0.17045533608384333,-0.25059269579093457,1.0,0.40627307801639806
is_airplane,0.7892515778753337,0.6189648632257008,-0.06996459363041517,-0.5896877370105282,0.40627307801639806,1.0
