"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101",""
調査年 コード,調査年,"地域 コード","地域",/項目,"A1101_総人口【人】","注釈"
"2015100000","2015年度","23213","愛知県 西尾市","","167,990",""
"2015100000","2015年度","23214","愛知県 蒲郡市","","81,100",""
"2015100000","2015年度","23215","愛知県 犬山市","","74,308",""
"2015100000","2015年度","23216","愛知県 常滑市","","56,547",""
"2015100000","2015年度","23217","愛知県 江南市","","98,359",""
"2015100000","2015年度","23219","愛知県 小牧市","","149,462",""
"2015100000","2015年度","23220","愛知県 稲沢市","","136,867",""
"2015100000","2015年度","23221","愛知県 新城市","","47,133",""
"2015100000","2015年度","23222","愛知県 東海市","","111,944",""
"2015100000","2015年度","23223","愛知県 大府市","","89,157",""
"2015100000","2015年度","23224","愛知県 知多市","","84,617",""
"2015100000","2015年度","23225","愛知県 知立市","","70,501",""
"2015100000","2015年度","23226","愛知県 尾張旭市","","80,787",""
"2015100000","2015年度","23227","愛知県 高浜市","","46,236",""
"2015100000","2015年度","23228","愛知県 岩倉市","","47,562",""
"2015100000","2015年度","23229","愛知県 豊明市","","69,127",""
"2015100000","2015年度","23230","愛知県 日進市","","87,977",""
"2015100000","2015年度","23231","愛知県 田原市","","62,364",""
"2015100000","2015年度","23232","愛知県 愛西市","","63,088",""
"2015100000","2015年度","23233","愛知県 清須市","","67,327",""
"2015100000","2015年度","23234","愛知県 北名古屋市","","84,133",""
"2015100000","2015年度","23235","愛知県 弥富市","","43,269",""
"2015100000","2015年度","23236","愛知県 みよし市","","61,810",""
"2015100000","2015年度","23237","愛知県 あま市","","86,898",""
"2015100000","2015年度","23238","愛知県 長久手市","","57,598",""
"2015100000","2015年度","24201","三重県 津市","","279,886",""
"2015100000","2015年度","24202","三重県 四日市市","","311,031",""
"2015100000","2015年度","24203","三重県 伊勢市","","127,817",""
"2015100000","2015年度","24204","三重県 松阪市","","163,863",""
"2015100000","2015年度","24205","三重県 桑名市","","140,303",""
"2015100000","2015年度","24207","三重県 鈴鹿市","","196,403",""
"2015100000","2015年度","24208","三重県 名張市","","78,795",""
"2015100000","2015年度","24209","三重県 尾鷲市","","18,009",""
"2015100000","2015年度","24210","三重県 亀山市","","50,254",""
"2015100000","2015年度","24211","三重県 鳥羽市","","19,448",""
"2015100000","2015年度","24212","三重県 熊野市","","17,322",""
"2015100000","2015年度","24214","三重県 いなべ市","","45,815",""
"2015100000","2015年度","24215","三重県 志摩市","","50,341",""
"2015100000","2015年度","24216","三重県 伊賀市","","90,581",""
"2015100000","2015年度","25201","滋賀県 大津市","","340,973",""
"2015100000","2015年度","25202","滋賀県 彦根市","","113,679",""
"2015100000","2015年度","25203","滋賀県 長浜市","","118,193",""
"2015100000","2015年度","25204","滋賀県 近江八幡市","","81,312",""
"2015100000","2015年度","25206","滋賀県 草津市","","137,247",""
"2015100000","2015年度","25207","滋賀県 守山市","","79,859",""
"2015100000","2015年度","25208","滋賀県 栗東市","","66,749",""
"2015100000","2015年度","25209","滋賀県 甲賀市","","90,901",""
"2015100000","2015年度","25210","滋賀県 野洲市","","49,889",""
"2015100000","2015年度","25211","滋賀県 湖南市","","54,289",""
"2015100000","2015年度","25212","滋賀県 高島市","","50,025",""
"2015100000","2015年度","25213","滋賀県 東近江市","","114,180",""
"2015100000","2015年度","25214","滋賀県 米原市","","38,719",""
"2015100000","2015年度","26100","京都府 京都市","","1,475,183",""
"2015100000","2015年度","26201","京都府 福知山市","","78,935",""
"2015100000","2015年度","26202","京都府 舞鶴市","","83,990",""
"2015100000","2015年度","26203","京都府 綾部市","","33,821",""
"2015100000","2015年度","26204","京都府 宇治市","","184,678",""
"2015100000","2015年度","26205","京都府 宮津市","","18,426",""
"2015100000","2015年度","26206","京都府 亀岡市","","89,479",""
"2015100000","2015年度","26207","京都府 城陽市","","76,869",""
"2015100000","2015年度","26208","京都府 向日市","","53,380",""
"2015100000","2015年度","26209","京都府 長岡京市","","80,090",""
"2015100000","2015年度","26210","京都府 八幡市","","72,664",""
"2015100000","2015年度","26211","京都府 京田辺市","","70,835",""
"2015100000","2015年度","26212","京都府 京丹後市","","55,054",""
"2015100000","2015年度","26213","京都府 南丹市","","33,145",""
"2015100000","2015年度","26214","京都府 木津川市","","72,840",""
"2015100000","2015年度","27100","大阪府 大阪市","","2,691,185",""
"2015100000","2015年度","27140","大阪府 堺市","","839,310",""
"2015100000","2015年度","27202","大阪府 岸和田市","","194,911",""
"2015100000","2015年度","27203","大阪府 豊中市","","395,479",""
"2015100000","2015年度","27204","大阪府 池田市","","103,069",""
"2015100000","2015年度","27205","大阪府 吹田市","","374,468",""
"2015100000","2015年度","27206","大阪府 泉大津市","","75,897",""
"2015100000","2015年度","27207","大阪府 高槻市","","351,829",""
"2015100000","2015年度","27208","大阪府 貝塚市","","88,694",""
"2015100000","2015年度","27209","大阪府 守口市","","143,042",""
"2015100000","2015年度","27210","大阪府 枚方市","","404,152",""
"2015100000","2015年度","27211","大阪府 茨木市","","280,033",""
"2015100000","2015年度","27212","大阪府 八尾市","","268,800",""
"2015100000","2015年度","27213","大阪府 泉佐野市","","100,966",""
"2015100000","2015年度","27214","大阪府 富田林市","","113,984",""
"2015100000","2015年度","27215","大阪府 寝屋川市","","237,518",""
"2015100000","2015年度","27216","大阪府 河内長野市","","106,987",""
"2015100000","2015年度","27217","大阪府 松原市","","120,750",""
"2015100000","2015年度","27218","大阪府 大東市","","123,217",""
"2015100000","2015年度","27219","大阪府 和泉市","","186,109",""
"2015100000","2015年度","27220","大阪府 箕面市","","133,411",""
"2015100000","2015年度","27221","大阪府 柏原市","","71,112",""
"2015100000","2015年度","27222","大阪府 羽曳野市","","112,683",""
"2015100000","2015年度","27223","大阪府 門真市","","123,576",""
"2015100000","2015年度","27224","大阪府 摂津市","","85,007",""
"2015100000","2015年度","27225","大阪府 高石市","","56,529",""
"2015100000","2015年度","27226","大阪府 藤井寺市","","65,438",""
"2015100000","2015年度","27227","大阪府 東大阪市","","502,784",""
"2015100000","2015年度","27228","大阪府 泉南市","","62,438",""
"2015100000","2015年度","27229","大阪府 四條畷市","","56,075",""
"2015100000","2015年度","27230","大阪府 交野市","","76,435",""
"2015100000","2015年度","27231","大阪府 大阪狭山市","","57,792",""
"2015100000","2015年度","27232","大阪府 阪南市","","54,276",""
"2015100000","2015年度","28100","兵庫県 神戸市","","1,537,272",""
"2015100000","2015年度","28201","兵庫県 姫路市","","535,664",""
"2015100000","2015年度","28202","兵庫県 尼崎市","","452,563",""
"2015100000","2015年度","28203","兵庫県 明石市","","293,409",""
"2015100000","2015年度","28204","兵庫県 西宮市","","487,850",""
"2015100000","2015年度","28205","兵庫県 洲本市","","44,258",""
"2015100000","2015年度","28206","兵庫県 芦屋市","","95,350",""
"2015100000","2015年度","28207","兵庫県 伊丹市","","196,883",""
"2015100000","2015年度","28208","兵庫県 相生市","","30,129",""
"2015100000","2015年度","28209","兵庫県 豊岡市","","82,250",""
"2015100000","2015年度","28210","兵庫県 加古川市","","267,435",""
"2015100000","2015年度","28212","兵庫県 赤穂市","","48,567",""
"2015100000","2015年度","28213","兵庫県 西脇市","","40,866",""
"2015100000","2015年度","28214","兵庫県 宝塚市","","224,903",""
"2015100000","2015年度","28215","兵庫県 三木市","","77,178",""
"2015100000","2015年度","28216","兵庫県 高砂市","","91,030",""
"2015100000","2015年度","28217","兵庫県 川西市","","156,375",""
"2015100000","2015年度","28218","兵庫県 小野市","","48,580",""
"2015100000","2015年度","28219","兵庫県 三田市","","112,691",""
"2015100000","2015年度","28220","兵庫県 加西市","","44,313",""
"2015100000","2015年度","28221","兵庫県 丹波篠山市","","41,490",""
"2015100000","2015年度","28222","兵庫県 養父市","","24,288",""
"2015100000","2015年度","28223","兵庫県 丹波市","","64,660",""
"2015100000","2015年度","28224","兵庫県 南あわじ市","","46,912",""
"2015100000","2015年度","28225","兵庫県 朝来市","","30,805",""
"2015100000","2015年度","28226","兵庫県 淡路市","","43,977",""
"2015100000","2015年度","28227","兵庫県 宍粟市","","37,773",""
"2015100000","2015年度","28228","兵庫県 加東市","","40,310",""
"2015100000","2015年度","28229","兵庫県 たつの市","","77,419",""
"2015100000","2015年度","29201","奈良県 奈良市","","360,310",""
"2015100000","2015年度","29202","奈良県 大和高田市","","64,817",""
"2015100000","2015年度","29203","奈良県 大和郡山市","","87,050",""
"2015100000","2015年度","29204","奈良県 天理市","","67,398",""
"2015100000","2015年度","29205","奈良県 橿原市","","124,111",""
"2015100000","2015年度","29206","奈良県 桜井市","","57,244",""
"2015100000","2015年度","29207","奈良県 五條市","","30,997",""
"2015100000","2015年度","29208","奈良県 御所市","","26,868",""
"2015100000","2015年度","29209","奈良県 生駒市","","118,233",""
"2015100000","2015年度","29210","奈良県 香芝市","","77,561",""
"2015100000","2015年度","29211","奈良県 葛城市","","36,635",""
"2015100000","2015年度","29212","奈良県 宇陀市","","31,105",""
"2015100000","2015年度","30201","和歌山県 和歌山市","","364,154",""
"2015100000","2015年度","30202","和歌山県 海南市","","51,860",""
"2015100000","2015年度","30203","和歌山県 橋本市","","63,621",""
"2015100000","2015年度","30204","和歌山県 有田市","","28,470",""
"2015100000","2015年度","30205","和歌山県 御坊市","","24,801",""
"2015100000","2015年度","30206","和歌山県 田辺市","","74,770",""
"2015100000","2015年度","30207","和歌山県 新宮市","","29,331",""
"2015100000","2015年度","30208","和歌山県 紀の川市","","62,616",""
"2015100000","2015年度","30209","和歌山県 岩出市","","53,452",""
"2015100000","2015年度","31201","鳥取県 鳥取市","","193,717",""
"2015100000","2015年度","31202","鳥取県 米子市","","149,313",""
"2015100000","2015年度","31203","鳥取県 倉吉市","","49,044",""
"2015100000","2015年度","31204","鳥取県 境港市","","34,174",""
"2015100000","2015年度","32201","島根県 松江市","","206,230",""
"2015100000","2015年度","32202","島根県 浜田市","","58,105",""
"2015100000","2015年度","32203","島根県 出雲市","","171,938",""
"2015100000","2015年度","32204","島根県 益田市","","47,718",""
"2015100000","2015年度","32205","島根県 大田市","","35,166",""
"2015100000","2015年度","32206","島根県 安来市","","39,528",""
"2015100000","2015年度","32207","島根県 江津市","","24,468",""
"2015100000","2015年度","32209","島根県 雲南市","","39,032",""
"2015100000","2015年度","33100","岡山県 岡山市","","719,474",""
"2015100000","2015年度","33202","岡山県 倉敷市","","477,118",""
"2015100000","2015年度","33203","岡山県 津山市","","103,746",""
"2015100000","2015年度","33204","岡山県 玉野市","","60,736",""
"2015100000","2015年度","33205","岡山県 笠岡市","","50,568",""
"2015100000","2015年度","33207","岡山県 井原市","","41,390",""
"2015100000","2015年度","33208","岡山県 総社市","","66,855",""
"2015100000","2015年度","33209","岡山県 高梁市","","32,075",""
"2015100000","2015年度","33210","岡山県 新見市","","30,658",""
"2015100000","2015年度","33211","岡山県 備前市","","35,179",""
"2015100000","2015年度","33212","岡山県 瀬戸内市","","36,975",""
"2015100000","2015年度","33213","岡山県 赤磐市","","43,214",""
"2015100000","2015年度","33214","岡山県 真庭市","","46,124",""
"2015100000","2015年度","33215","岡山県 美作市","","27,977",""
"2015100000","2015年度","33216","岡山県 浅口市","","34,235",""
"2015100000","2015年度","34100","広島県 広島市","","1,194,034",""
"2015100000","2015年度","34202","広島県 呉市","","228,552",""
"2015100000","2015年度","34203","広島県 竹原市","","26,426",""
"2015100000","2015年度","34204","広島県 三原市","","96,194",""
"2015100000","2015年度","34205","広島県 尾道市","","138,626",""
"2015100000","2015年度","34207","広島県 福山市","","464,811",""
"2015100000","2015年度","34208","広島県 府中市","","40,069",""
"2015100000","2015年度","34209","広島県 三次市","","53,615",""
"2015100000","2015年度","34210","広島県 庄原市","","37,000",""
"2015100000","2015年度","34211","広島県 大竹市","","27,865",""
"2015100000","2015年度","34212","広島県 東広島市","","192,907",""
"2015100000","2015年度","34213","広島県 廿日市市","","114,906",""
"2015100000","2015年度","34214","広島県 安芸高田市","","29,488",""
"2015100000","2015年度","34215","広島県 江田島市","","24,339",""
"2015100000","2015年度","35201","山口県 下関市","","268,517",""
"2015100000","2015年度","35202","山口県 宇部市","","169,429",""
"2015100000","2015年度","35203","山口県 山口市","","197,422",""
"2015100000","2015年度","35204","山口県 萩市","","49,560",""
"2015100000","2015年度","35206","山口県 防府市","","115,942",""
"2015100000","2015年度","35207","山口県 下松市","","55,812",""
"2015100000","2015年度","35208","山口県 岩国市","","136,757",""
"2015100000","2015年度","35210","山口県 光市","","51,369",""
"2015100000","2015年度","35211","山口県 長門市","","35,439",""
"2015100000","2015年度","35212","山口県 柳井市","","32,945",""
"2015100000","2015年度","35213","山口県 美祢市","","26,159",""
"2015100000","2015年度","35215","山口県 周南市","","144,842",""
"2015100000","2015年度","35216","山口県 山陽小野田市","","62,671",""
"2015100000","2015年度","36201","徳島県 徳島市","","258,554",""
"2015100000","2015年度","36202","徳島県 鳴門市","","59,101",""
"2015100000","2015年度","36203","徳島県 小松島市","","38,755",""
"2015100000","2015年度","36204","徳島県 阿南市","","73,019",""
"2015100000","2015年度","36205","徳島県 吉野川市","","41,466",""
"2015100000","2015年度","36206","徳島県 阿波市","","37,202",""
"2015100000","2015年度","36207","徳島県 美馬市","","30,501",""
"2015100000","2015年度","36208","徳島県 三好市","","26,836",""
"2015100000","2015年度","37201","香川県 高松市","","420,748",""
"2015100000","2015年度","37202","香川県 丸亀市","","110,010",""
"2015100000","2015年度","37203","香川県 坂出市","","53,164",""
"2015100000","2015年度","37204","香川県 善通寺市","","32,927",""
"2015100000","2015年度","37205","香川県 観音寺市","","59,409",""
"2015100000","2015年度","37206","香川県 さぬき市","","50,272",""
"2015100000","2015年度","37207","香川県 東かがわ市","","31,031",""
"2015100000","2015年度","37208","香川県 三豊市","","65,524",""
"2015100000","2015年度","38201","愛媛県 松山市","","514,865",""
"2015100000","2015年度","38202","愛媛県 今治市","","158,114",""
"2015100000","2015年度","38203","愛媛県 宇和島市","","77,465",""
"2015100000","2015年度","38204","愛媛県 八幡浜市","","34,951",""
"2015100000","2015年度","38205","愛媛県 新居浜市","","119,903",""
"2015100000","2015年度","38206","愛媛県 西条市","","108,174",""
"2015100000","2015年度","38207","愛媛県 大洲市","","44,086",""
"2015100000","2015年度","38210","愛媛県 伊予市","","36,827",""
"2015100000","2015年度","38213","愛媛県 四国中央市","","87,413",""
"2015100000","2015年度","38214","愛媛県 西予市","","38,919",""
"2015100000","2015年度","38215","愛媛県 東温市","","34,613",""
"2015100000","2015年度","39201","高知県 高知市","","337,190",""
"2015100000","2015年度","39202","高知県 室戸市","","13,524",""
"2015100000","2015年度","39203","高知県 安芸市","","17,577",""
"2015100000","2015年度","39204","高知県 南国市","","47,982",""
"2015100000","2015年度","39205","高知県 土佐市","","27,038",""
"2015100000","2015年度","39206","高知県 須崎市","","22,606",""
"2015100000","2015年度","39208","高知県 宿毛市","","20,907",""
"2015100000","2015年度","39209","高知県 土佐清水市","","13,778",""
"2015100000","2015年度","39210","高知県 四万十市","","34,313",""
"2015100000","2015年度","39211","高知県 香南市","","32,961",""
"2015100000","2015年度","39212","高知県 香美市","","27,513",""
"2015100000","2015年度","40100","福岡県 北九州市","","961,286",""
"2015100000","2015年度","40130","福岡県 福岡市","","1,538,681",""
"2015100000","2015年度","40202","福岡県 大牟田市","","117,360",""
"2015100000","2015年度","40203","福岡県 久留米市","","304,552",""
"2015100000","2015年度","40204","福岡県 直方市","","57,146",""
"2015100000","2015年度","40205","福岡県 飯塚市","","129,146",""
"2015100000","2015年度","40206","福岡県 田川市","","48,441",""
"2015100000","2015年度","40207","福岡県 柳川市","","67,777",""
"2015100000","2015年度","40210","福岡県 八女市","","64,408",""
"2015100000","2015年度","40211","福岡県 筑後市","","48,339",""
"2015100000","2015年度","40212","福岡県 大川市","","34,838",""
"2015100000","2015年度","40213","福岡県 行橋市","","70,586",""
"2015100000","2015年度","40214","福岡県 豊前市","","25,940",""
"2015100000","2015年度","40215","福岡県 中間市","","41,796",""
"2015100000","2015年度","40216","福岡県 小郡市","","57,983",""
"2015100000","2015年度","40217","福岡県 筑紫野市","","101,081",""
"2015100000","2015年度","40218","福岡県 春日市","","110,743",""
"2015100000","2015年度","40219","福岡県 大野城市","","99,525",""
"2015100000","2015年度","40220","福岡県 宗像市","","96,516",""
"2015100000","2015年度","40221","福岡県 太宰府市","","72,168",""
"2015100000","2015年度","40223","福岡県 古賀市","","57,959",""
"2015100000","2015年度","40224","福岡県 福津市","","58,781",""
"2015100000","2015年度","40225","福岡県 うきは市","","29,509",""
"2015100000","2015年度","40226","福岡県 宮若市","","28,112",""
"2015100000","2015年度","40227","福岡県 嘉麻市","","38,743",""
"2015100000","2015年度","40228","福岡県 朝倉市","","52,444",""
"2015100000","2015年度","40229","福岡県 みやま市","","38,139",""
"2015100000","2015年度","40230","福岡県 糸島市","","96,475",""
"2015100000","2015年度","40231","福岡県 那珂川市","","50,004",""
"2015100000","2015年度","41201","佐賀県 佐賀市","","236,372",""
"2015100000","2015年度","41202","佐賀県 唐津市","","122,785",""
"2015100000","2015年度","41203","佐賀県 鳥栖市","","72,902",""
"2015100000","2015年度","41204","佐賀県 多久市","","19,749",""
"2015100000","2015年度","41205","佐賀県 伊万里市","","55,238",""
"2015100000","2015年度","41206","佐賀県 武雄市","","49,062",""
"2015100000","2015年度","41207","佐賀県 鹿島市","","29,684",""
"2015100000","2015年度","41208","佐賀県 小城市","","44,259",""
"2015100000","2015年度","41209","佐賀県 嬉野市","","27,336",""
"2015100000","2015年度","41210","佐賀県 神埼市","","31,842",""
"2015100000","2015年度","42201","長崎県 長崎市","","429,508",""
"2015100000","2015年度","42202","長崎県 佐世保市","","255,439",""
"2015100000","2015年度","42203","長崎県 島原市","","45,436",""
"2015100000","2015年度","42204","長崎県 諫早市","","138,078",""
"2015100000","2015年度","42205","長崎県 大村市","","92,757",""
"2015100000","2015年度","42207","長崎県 平戸市","","31,920",""
"2015100000","2015年度","42208","長崎県 松浦市","","23,309",""
"2015100000","2015年度","42209","長崎県 対馬市","","31,457",""
"2015100000","2015年度","42210","長崎県 壱岐市","","27,103",""
"2015100000","2015年度","42211","長崎県 五島市","","37,327",""
"2015100000","2015年度","42212","長崎県 西海市","","28,691",""
"2015100000","2015年度","42213","長崎県 雲仙市","","44,115",""
"2015100000","2015年度","42214","長崎県 南島原市","","46,535",""
"2015100000","2015年度","43100","熊本県 熊本市","","740,822",""
"2015100000","2015年度","43202","熊本県 八代市","","127,472",""
"2015100000","2015年度","43203","熊本県 人吉市","","33,880",""
"2015100000","2015年度","43204","熊本県 荒尾市","","53,407",""
"2015100000","2015年度","43205","熊本県 水俣市","","25,411",""
"2015100000","2015年度","43206","熊本県 玉名市","","66,782",""
"2015100000","2015年度","43208","熊本県 山鹿市","","52,264",""
"2015100000","2015年度","43210","熊本県 菊池市","","48,167",""
"2015100000","2015年度","43211","熊本県 宇土市","","37,026",""
"2015100000","2015年度","43212","熊本県 上天草市","","27,006",""
"2015100000","2015年度","43213","熊本県 宇城市","","59,756",""
"2015100000","2015年度","43214","熊本県 阿蘇市","","27,018",""
"2015100000","2015年度","43215","熊本県 天草市","","82,739",""
"2015100000","2015年度","43216","熊本県 合志市","","58,370",""
"2015100000","2015年度","44201","大分県 大分市","","478,146",""
"2015100000","2015年度","44202","大分県 別府市","","122,138",""
"2015100000","2015年度","44203","大分県 中津市","","83,965",""
"2015100000","2015年度","44204","大分県 日田市","","66,523",""
"2015100000","2015年度","44205","大分県 佐伯市","","72,211",""
"2015100000","2015年度","44206","大分県 臼杵市","","38,748",""
"2015100000","2015年度","44207","大分県 津久見市","","17,969",""
"2015100000","2015年度","44208","大分県 竹田市","","22,332",""
"2015100000","2015年度","44209","大分県 豊後高田市","","22,853",""
"2015100000","2015年度","44210","大分県 杵築市","","30,185",""
"2015100000","2015年度","44211","大分県 宇佐市","","56,258",""
"2015100000","2015年度","44212","大分県 豊後大野市","","36,584",""
"2015100000","2015年度","44213","大分県 由布市","","34,262",""
"2015100000","2015年度","44214","大分県 国東市","","28,647",""
"2015100000","2015年度","45201","宮崎県 宮崎市","","401,138",""
"2015100000","2015年度","45202","宮崎県 都城市","","165,029",""
"2015100000","2015年度","45203","宮崎県 延岡市","","125,159",""
"2015100000","2015年度","45204","宮崎県 日南市","","54,090",""
"2015100000","2015年度","45205","宮崎県 小林市","","46,221",""
"2015100000","2015年度","45206","宮崎県 日向市","","61,761",""
"2015100000","2015年度","45207","宮崎県 串間市","","18,779",""
"2015100000","2015年度","45208","宮崎県 西都市","","30,683",""
"2015100000","2015年度","45209","宮崎県 えびの市","","19,538",""
"2015100000","2015年度","46201","鹿児島県 鹿児島市","","599,814",""
"2015100000","2015年度","46203","鹿児島県 鹿屋市","","103,608",""
"2015100000","2015年度","46204","鹿児島県 枕崎市","","22,046",""
"2015100000","2015年度","46206","鹿児島県 阿久根市","","21,198",""
"2015100000","2015年度","46208","鹿児島県 出水市","","53,758",""
"2015100000","2015年度","46210","鹿児島県 指宿市","","41,831",""
"2015100000","2015年度","46213","鹿児島県 西之表市","","15,967",""
"2015100000","2015年度","46214","鹿児島県 垂水市","","15,520",""
"2015100000","2015年度","46215","鹿児島県 薩摩川内市","","96,076",""
"2015100000","2015年度","46216","鹿児島県 日置市","","49,249",""
"2015100000","2015年度","46217","鹿児島県 曽於市","","36,557",""
"2015100000","2015年度","46218","鹿児島県 霧島市","","125,857",""
"2015100000","2015年度","46219","鹿児島県 いちき串木野市","","29,282",""
"2015100000","2015年度","46220","鹿児島県 南さつま市","","35,439",""
"2015100000","2015年度","46221","鹿児島県 志布志市","","31,479",""
"2015100000","2015年度","46222","鹿児島県 奄美市","","43,156",""
"2015100000","2015年度","46223","鹿児島県 南九州市","","36,352",""
"2015100000","2015年度","46224","鹿児島県 伊佐市","","26,810",""
"2015100000","2015年度","46225","鹿児島県 姶良市","","75,173",""
"2015100000","2015年度","47201","沖縄県 那覇市","","319,435",""
"2015100000","2015年度","47205","沖縄県 宜野湾市","","96,243",""
"2015100000","2015年度","47207","沖縄県 石垣市","","47,564",""
"2015100000","2015年度","47208","沖縄県 浦添市","","114,232",""
"2015100000","2015年度","47209","沖縄県 名護市","","61,674",""
"2015100000","2015年度","47210","沖縄県 糸満市","","58,547",""
"2015100000","2015年度","47211","沖縄県 沖縄市","","139,279",""
"2015100000","2015年度","47212","沖縄県 豊見城市","","61,119",""
"2015100000","2015年度","47213","沖縄県 うるま市","","118,898",""
"2015100000","2015年度","47214","沖縄県 宮古島市","","51,186",""
"2015100000","2015年度","47215","沖縄県 南城市","","42,016",""
